classname ,loc, rfc , wmc , cbo , dit , lcom , fanin , fanout , noc , numberOfAttributes , numberOfAttributesInherited , numberOfMethods , numberOfMethodsInherited , numberOfPrivateAttributes , numberOfPrivateMethods , numberOfPublicAttributes , numberOfPublicMethods , nonTrivialBugs , majorBugs , criticalBugs , highPriorityBugs , bug ,buggy
org::apache::lucene::xmlparser::builders::SpanBuilderBase ,3,2,1,1,2,0,0,1,6,0,0,1,11,0,0,0,1,0,0,0,0,0,0
org::apache::lucene::analysis::compound::hyphenation::HyphenationException ,3,1,1,1,1,0,1,0,0,0,0,1,27,0,0,0,1,0,0,0,0,0,0
org::apache::lucene::index::MergePolicy ,3,7,1,1,1,15,1,0,1,0,0,6,9,0,0,0,0,0,0,0,0,0,0
org::apache::lucene::index::FieldReaderException ,3,1,1,0,1,0,0,0,0,0,0,1,28,0,0,0,1,0,0,0,0,0,0
org::apache::lucene::xmlparser::builders::MatchAllDocsQueryBuilder ,3,3,1,2,1,1,1,1,0,0,0,2,10,0,0,0,2,0,0,0,0,0,0
org::apache::lucene::store::LockObtainFailedException ,3,1,1,3,1,0,3,0,0,0,0,1,27,0,0,0,1,0,0,0,0,0,0
org::apache::lucene::store::LockReleaseFailedException ,3,1,1,2,1,0,2,0,0,0,0,1,27,0,0,0,1,0,0,0,0,0,0
org::apache::lucene::index::InvertedDocConsumer ,3,6,1,2,1,15,2,0,1,1,0,6,9,0,0,1,0,0,0,0,0,0,0
org::apache::lucene::search::function::ValueSource ,3,6,1,4,1,10,4,0,3,0,0,5,18,0,0,0,5,0,0,0,0,0,0
org::apache::lucene::xmlparser::ParserException ,3,1,1,0,1,0,0,0,0,0,0,1,27,0,0,0,1,0,0,0,0,0,0
org::apache::lucene::queryParser::surround::query::TooManyBasicQueries ,3,1,1,1,1,0,1,0,0,0,0,1,27,0,0,0,1,0,0,0,0,0,0
org::apache::lucene::store::AlreadyClosedException ,3,1,1,4,1,0,4,0,0,0,0,1,29,0,0,0,1,0,0,0,0,0,0
org::apache::lucene::index::StaleReaderException ,3,1,1,1,1,0,1,0,0,0,0,1,27,0,0,0,1,0,0,0,0,0,0
org::apache::lucene::index::DocFieldConsumer ,3,6,1,4,1,15,4,0,3,1,0,6,9,0,0,1,0,0,0,0,0,0,0
org::apache::lucene::index::TermsHashConsumer ,3,7,1,2,1,21,2,0,2,1,0,7,9,0,0,1,0,0,0,0,0,0,0
org::apache::lucene::document::LoadFirstFieldSelector ,3,2,1,1,2,1,1,0,0,0,0,2,19,0,0,0,2,0,0,0,0,0,0
org::apache::lucene::index::CorruptIndexException ,3,1,1,5,1,0,5,0,0,0,0,1,27,0,0,0,1,0,0,0,0,0,0
org::apache::lucene::index::GCJTermDocs ,3,2,1,1,2,1,1,0,0,0,9,2,26,0,0,0,2,0,0,0,0,0,0
org::apache::lucene::search::FieldDoc ,4,1,1,0,2,0,0,0,0,1,2,1,19,0,0,1,1,0,0,0,0,0,0
org::apache::lucene::LucenePackage ,4,3,2,1,1,1,0,1,0,0,0,2,9,0,1,0,1,0,0,0,0,0,0
org::apache::lucene::analysis::miscellaneous::EmptyTokenStream ,4,2,1,2,2,1,2,0,0,0,0,2,13,0,0,0,2,0,0,0,0,0,0
org::apache::regexp::RegexpTunnel ,4,2,1,2,1,0,1,1,0,0,0,1,9,0,0,0,1,0,0,0,0,0,0
org::apache::lucene::search::TopFieldDocs ,4,1,1,1,2,0,1,0,0,1,2,1,21,0,0,1,0,0,0,0,0,0,0
org::apache::lucene::search::ScoreDoc ,4,1,1,1,1,0,1,0,1,2,0,1,18,0,0,2,1,0,0,0,0,0,0
org::apache::lucene::store::MMapDirectory ,5,3,2,0,3,1,0,0,0,1,3,2,29,1,0,0,1,0,0,0,0,1,1
org::apache::lucene::benchmark::byTask::feeds::DemoHTMLParser ,5,5,2,2,1,1,0,2,0,0,0,2,10,0,0,0,2,0,0,0,0,0,0
org::apache::lucene::store::db::SanityLoadLibrary ,5,3,1,0,1,0,0,0,0,0,0,1,9,0,0,0,1,0,0,0,0,0,0
org::apache::lucene::util::ToStringUtils ,5,2,2,18,1,0,17,1,0,0,0,1,9,0,0,0,1,0,0,0,0,0,0
org::apache::lucene::search::highlight::DefaultEncoder ,5,2,2,0,1,1,0,0,0,0,0,2,10,0,0,0,2,0,0,0,0,0,0
org::apache::lucene::search::highlight::NullFragmenter ,5,3,2,4,1,3,4,0,0,0,0,3,11,0,0,0,3,0,0,0,0,0,0
org::apache::lucene::analysis::cjk::CJKAnalyzer ,6,5,2,2,2,1,0,2,0,2,0,2,15,1,0,0,2,0,0,0,0,0,0
org::apache::lucene::store::FSDirectory ,6,2,2,1,2,1,1,0,3,4,2,2,27,3,0,0,2,0,0,0,0,5,1
org::apache::lucene::search::spell::PlainTextDictionary ,6,4,2,2,1,1,1,1,0,3,0,2,10,3,0,0,2,0,0,0,0,0,0
org::apache::lucene::store::LockFactory ,6,4,2,6,1,6,6,0,6,1,0,4,9,0,0,0,4,0,0,0,0,0,0
org::apache::lucene::analysis::WhitespaceTokenizer ,6,3,2,19,4,1,18,1,0,0,1,2,21,0,0,0,1,0,0,0,0,0,0
org::apache::lucene::util::cache::Cache ,6,8,2,2,1,15,2,0,2,0,0,6,9,0,0,0,5,0,0,0,0,0,0
org::apache::lucene::search::Filter ,6,5,2,18,1,3,17,1,16,0,0,3,18,0,0,0,3,0,0,0,0,0,0
org::apache::lucene::search::Scorer ,6,4,2,25,2,6,25,0,16,1,0,4,13,1,0,0,3,0,0,0,0,0,0
org::apache::lucene::search::spans::SpanQuery ,6,6,2,12,2,10,12,1,6,0,0,5,39,0,0,0,4,0,0,0,0,0,0
org::apache::lucene::index::ReadOnlyMultiSegmentReader ,6,3,2,2,4,1,1,1,0,0,6,2,106,0,0,0,0,0,0,0,0,0,0
org::apache::lucene::store::NIOFSDirectory ,6,6,2,2,3,1,0,2,0,0,3,2,29,0,0,0,1,0,0,0,0,2,1
org::apache::lucene::analysis::LetterTokenizer ,6,3,2,3,4,1,2,1,2,0,1,2,21,0,0,0,1,0,0,0,0,0,0
org::apache::lucene::benchmark::byTask::tasks::SearchTravRetTask ,6,2,2,0,4,1,0,0,0,0,3,2,64,0,0,0,2,0,0,0,0,0,0
org::apache::lucene::analysis::LowerCaseTokenizer ,6,3,2,9,5,1,8,1,0,0,1,2,23,0,0,0,1,0,0,0,0,0,0
org::apache::lucene::analysis::ar::ArabicLetterTokenizer ,6,4,3,5,5,1,3,2,0,0,1,2,23,0,0,0,1,0,0,0,0,0,0
org::apache::lucene::benchmark::byTask::tasks::ResetSystemEraseTask ,7,4,2,2,4,1,0,2,0,0,2,2,44,0,0,0,2,0,0,0,0,0,0
org::apache::lucene::analysis::cn::ChineseAnalyzer ,7,4,2,2,2,1,0,2,0,0,0,2,15,0,0,0,2,0,0,0,0,0,0
org::apache::lucene::index::TermEnum ,7,9,3,42,1,15,41,1,6,0,0,6,9,0,0,0,6,0,0,0,0,0,0
org::apache::lucene::index::GCJSegmentReader ,7,3,2,1,4,0,0,1,0,0,15,1,80,0,0,0,1,0,0,0,0,0,0
org::apache::lucene::swing::models::DataStore ,7,3,2,6,1,1,6,0,0,19,0,2,9,4,1,15,1,0,0,0,0,0,0
org::apache::lucene::search::spell::LuceneDictionary ,7,4,2,4,1,1,2,2,0,2,0,2,10,2,0,0,2,0,0,0,0,0,0
org::apache::lucene::analysis::TokenStream ,7,5,3,90,1,6,90,0,22,0,0,4,9,0,0,0,4,0,0,0,0,1,1
org::apache::lucene::analysis::th::ThaiAnalyzer ,7,6,1,3,2,1,1,2,0,0,0,2,15,0,0,0,2,0,0,0,0,0,0
org::apache::lucene::queryParser::surround::query::AndQuery ,7,4,2,3,3,1,1,2,0,0,1,2,45,0,0,0,2,0,0,0,0,0,0
org::apache::lucene::benchmark::byTask::tasks::ResetSystemSoftTask ,7,4,2,2,3,1,0,2,1,0,2,2,42,0,0,0,2,0,0,0,0,0,0
org::apache::lucene::store::NoLockFactory ,7,4,3,3,2,6,3,0,0,2,1,4,13,2,0,0,4,0,0,0,0,0,0
org::apache::lucene::index::DocFieldProcessorPerField ,7,4,2,3,1,1,1,2,0,6,0,2,9,0,0,6,2,0,0,0,0,0,0
org::apache::lucene::index::FormatPostingsTermsConsumer ,8,6,3,4,1,1,2,2,1,1,0,2,9,0,0,1,0,0,0,0,0,0,0
com::sleepycat::db::DbHandleExtractor ,8,3,3,0,1,3,0,0,0,0,0,3,9,0,1,0,2,0,0,0,0,0,0
org::apache::lucene::index::ReadOnlySegmentReader ,9,6,4,3,4,3,1,2,0,0,15,3,80,0,0,0,1,0,0,0,0,0,0
org::apache::lucene::search::ExtendedFieldCacheImpl ,9,9,3,3,2,6,1,2,0,5,13,4,35,2,0,3,3,0,0,0,0,0,0
org::apache::lucene::document::MapFieldSelector ,9,5,4,2,2,1,2,0,0,1,0,2,19,0,0,1,2,0,0,0,0,0,0
org::apache::lucene::util::DocIdBitSet ,9,4,3,5,2,3,4,1,0,1,0,3,11,1,0,0,3,0,0,0,0,0,0
org::apache::lucene::demo::html::Token ,9,4,2,2,1,3,2,0,0,8,0,3,9,0,0,8,3,0,0,0,0,0,0
org::apache::lucene::queryParser::surround::parser::Token ,9,4,2,2,1,3,2,0,0,8,0,3,9,0,0,8,3,0,0,0,0,0,0
org::apache::lucene::store::instantiated::InstantiatedTermPositionVector ,9,9,3,3,2,3,1,2,0,1,0,3,50,1,0,0,3,0,0,0,0,0,0
org::apache::lucene::analysis::compound::hyphenation::Hyphenation ,9,3,3,2,1,3,2,0,0,2,0,3,9,2,0,0,2,0,0,0,0,0,0
org::apache::lucene::store::GCJDirectory ,9,7,2,3,3,0,0,3,0,0,3,1,29,0,0,0,1,0,0,0,0,0,0
org::apache::lucene::xmlparser::builders::SpanTermBuilder ,9,8,1,4,3,1,1,3,0,0,0,2,12,0,0,0,2,0,0,0,0,0,0
org::apache::lucene::benchmark::standard::ReutersQueries ,9,15,1,5,1,0,1,4,0,1,0,1,9,0,0,1,1,0,0,0,0,0,0
org::apache::lucene::benchmark::byTask::tasks::OpenReaderTask ,9,6,2,2,2,1,0,2,0,0,2,2,39,0,0,0,2,0,0,0,0,0,0
org::apache::lucene::search::spell::SuggestWordQueue ,9,4,2,3,2,1,1,2,0,0,1,2,19,0,0,0,0,0,0,0,0,0,0
org::apache::lucene::search::QueryFilter ,9,6,3,2,3,3,0,2,0,0,2,3,27,0,0,0,3,0,0,0,0,0,0
org::apache::lucene::analysis::Tokenizer ,9,4,3,9,2,3,8,1,10,1,0,3,13,0,0,0,2,0,0,0,0,0,0
org::apache::lucene::queryParser::precedence::Token ,9,4,2,2,1,3,2,0,0,8,0,3,9,0,0,8,3,0,0,0,0,0,0
org::apache::lucene::benchmark::byTask::tasks::NewRoundTask ,10,6,3,3,2,3,0,3,0,0,2,3,39,0,0,0,2,0,0,0,0,0,0
org::apache::lucene::xmlparser::builders::RangeFilterBuilder ,10,6,1,3,1,1,1,2,0,0,0,2,10,0,0,0,2,0,0,0,0,0,0
org::apache::lucene::search::NonMatchingScorer ,10,10,6,2,3,15,1,1,0,0,0,6,17,0,0,0,6,0,0,0,0,0,0
org::apache::lucene::analysis::sinks::TokenTypeSinkTokenizer ,10,5,4,3,4,1,0,3,0,1,3,2,22,1,0,0,2,0,0,0,0,0,0
org::apache::lucene::search::MockFilter ,10,6,3,3,2,6,1,2,0,1,0,4,21,1,0,0,4,0,0,0,0,0,0
org::apache::lucene::search::ConstantScoreRangeQuery ,10,5,3,3,4,3,2,1,0,0,2,3,63,0,0,0,3,0,0,0,0,0,0
org::apache::lucene::analysis::TeeTokenFilter ,10,4,2,6,3,1,4,2,0,1,1,2,16,0,0,1,2,0,0,0,0,0,0
org::apache::lucene::benchmark::byTask::tasks::ResetInputsTask ,10,5,3,2,2,3,0,2,1,0,2,3,39,0,0,0,2,0,0,0,0,0,0
org::apache::lucene::analysis::TokenFilter ,10,5,3,5,2,3,4,1,42,1,0,3,13,0,0,0,2,0,0,0,0,1,1
org::apache::lucene::index::SerialMergeScheduler ,10,5,4,7,2,3,6,1,1,0,0,3,11,0,0,0,3,0,0,0,0,0,0
org::apache::lucene::search::FilterClause ,10,3,3,3,1,3,3,0,0,2,0,3,18,0,0,2,3,0,0,0,0,0,0
org::apache::lucene::xmlparser::builders::TermQueryBuilder ,10,8,1,4,1,1,1,3,0,0,0,2,10,0,0,0,2,0,0,0,0,0,0
org::apache::lucene::benchmark::byTask::tasks::ClearStatsTask ,10,6,3,3,2,3,0,3,0,0,2,3,39,0,0,0,2,0,0,0,0,0,0
org::apache::lucene::search::TopDocs ,11,3,3,6,1,3,6,0,1,3,0,3,18,1,0,2,3,0,0,0,0,0,0
org::apache::lucene::store::db::DbLock ,11,4,4,1,2,6,1,0,0,1,3,4,12,0,0,1,4,0,0,0,0,0,0
org::apache::lucene::search::RemoteCachingWrapperFilter ,11,9,3,2,2,3,0,2,1,1,0,3,21,0,0,0,3,0,0,0,0,0,0
org::apache::lucene::search::HitQueue ,11,3,3,1,2,1,0,1,0,0,1,2,19,0,0,0,0,0,0,0,0,0,0
org::apache::lucene::store::je::JELock ,11,4,4,1,2,6,1,0,0,1,3,4,12,0,0,1,4,0,0,0,0,0,0
org::apache::lucene::analysis::ar::ArabicAnalyzer ,11,7,2,4,2,1,0,4,0,3,0,2,15,1,0,0,2,0,0,0,0,0,0
org::apache::lucene::benchmark::byTask::tasks::CommitIndexTask ,11,5,3,2,2,1,0,2,0,0,2,2,39,0,0,0,2,0,0,0,0,0,0
org::apache::lucene::util::cache::SimpleLRUCache ,11,3,1,3,3,0,2,1,0,2,1,1,22,2,0,0,1,0,0,0,0,0,0
org::apache::lucene::xmlparser::CorePlusExtensionsParser ,11,9,1,8,2,0,0,8,0,0,5,1,15,0,1,0,0,0,0,0,0,0,0
org::apache::lucene::benchmark::byTask::tasks::CloseReaderTask ,11,6,3,3,2,1,0,3,0,0,2,2,39,0,0,0,2,0,0,0,0,0,0
org::apache::lucene::analysis::Analyzer ,12,9,4,50,1,15,50,0,33,1,0,6,9,1,0,0,4,0,0,0,0,1,1
org::apache::lucene::index::TermInfo ,12,2,2,2,1,1,2,0,0,4,0,2,9,0,0,4,0,0,0,0,0,0,0
org::apache::lucene::queryParser::surround::query::NotQuery ,12,9,2,3,3,1,1,2,0,0,1,2,45,0,0,0,2,0,0,0,0,0,0
org::apache::lucene::analysis::payloads::TypeAsPayloadTokenFilter ,12,9,5,4,3,1,1,3,0,0,1,2,16,0,0,0,2,0,0,0,0,0,0
org::apache::lucene::xmlparser::builders::ConstantScoreQueryBuilder ,12,7,2,5,1,1,1,4,0,1,0,2,10,1,0,0,2,0,0,0,0,0,0
org::apache::lucene::store::VerifyingLockFactory ,12,6,3,3,2,3,1,2,0,4,1,3,13,0,0,4,3,0,0,0,0,0,0
org::apache::lucene::analysis::SimpleAnalyzer ,12,8,3,47,2,3,44,3,0,0,0,3,15,0,0,0,3,0,0,0,0,0,0
org::apache::lucene::benchmark::quality::utils::SimpleQQParser ,12,8,3,4,1,1,2,2,0,3,0,2,10,2,0,1,2,0,0,0,0,0,0
org::apache::lucene::index::KeepOnlyLastCommitDeletionPolicy ,12,7,3,8,1,3,7,1,0,0,0,3,11,0,0,0,3,0,0,0,0,0,0
org::apache::lucene::index::TermVectorMapper ,12,6,4,4,1,15,4,0,6,2,0,6,9,2,0,0,5,0,0,0,0,0,0
org::apache::lucene::analysis::WhitespaceAnalyzer ,12,8,3,74,2,3,71,3,0,0,0,3,15,0,0,0,3,0,0,0,0,0,0
org::apache::lucene::analysis::KeywordAnalyzer ,12,8,3,6,2,3,4,2,0,0,0,3,15,0,0,0,3,0,0,0,0,0,0
org::apache::lucene::benchmark::quality::utils::DocNameExtractor ,13,5,3,5,1,1,2,3,0,2,0,2,9,2,0,0,2,0,0,0,0,0,0
org::apache::lucene::benchmark::stats::MemUsage ,13,8,2,2,1,3,1,1,0,6,0,3,9,0,0,6,3,0,0,0,0,0,0
org::apache::lucene::store::SingleInstanceLockFactory ,13,6,3,3,2,3,2,1,0,1,1,3,13,1,0,0,3,0,0,0,0,0,0
org::apache::lucene::queryParser::Token ,13,5,4,0,1,6,0,0,0,8,0,4,9,0,0,8,4,0,0,0,0,0,0
org::apache::lucene::search::payloads::BoostingTermQuery ,13,6,5,4,4,3,1,3,0,0,1,3,54,0,0,0,2,0,0,0,0,0,0
org::apache::lucene::index::FreqProxTermsWriterPerThread ,13,6,5,2,2,10,1,1,0,2,0,5,13,0,0,2,3,0,0,0,0,0,0
org::apache::lucene::analysis::snowball::SnowballAnalyzer ,13,8,3,4,2,1,0,4,0,2,0,2,15,2,0,0,2,0,0,0,0,0,0
org::apache::lucene::search::SpanFilterResult ,13,4,4,3,1,6,3,0,0,3,0,4,9,3,0,0,4,0,0,0,0,0,0
org::apache::lucene::index::SegmentWriteState ,13,3,2,4,1,1,4,0,0,8,0,2,9,0,0,8,2,0,0,0,0,0,0
org::apache::lucene::benchmark::byTask::tasks::ReopenReaderTask ,13,8,3,3,2,1,0,3,0,0,2,2,39,0,0,0,2,0,0,0,0,0,0
org::apache::lucene::queryParser::surround::query::SrndBooleanQuery ,13,12,4,4,1,1,3,1,0,0,0,2,9,0,0,0,2,0,0,0,0,0,0
org::apache::lucene::index::DocumentsWriterThreadState ,13,4,2,3,1,1,1,2,0,6,0,2,9,0,0,6,1,0,0,0,0,1,1
org::apache::lucene::index::NormsWriterPerThread ,13,7,6,2,2,15,1,1,0,2,0,6,13,0,0,2,1,0,0,0,0,0,0
org::apache::lucene::analysis::PorterStemFilter ,14,10,4,3,3,1,0,3,0,1,1,2,16,1,0,0,2,0,0,0,0,0,0
org::apache::lucene::store::GCJIndexInput ,14,14,5,2,2,55,1,1,0,6,0,11,33,4,2,2,9,0,0,0,0,0,0
org::apache::lucene::document::SetBasedFieldSelector ,14,4,4,5,2,1,5,0,0,2,0,2,19,2,0,0,2,0,0,0,0,0,0
org::apache::lucene::xmlparser::QueryBuilderFactory ,14,11,4,5,1,6,3,2,0,1,0,4,10,0,0,1,4,0,0,0,0,0,0
org::apache::lucene::xmlparser::builders::SpanFirstBuilder ,14,8,2,5,3,1,1,4,0,1,0,2,12,0,0,1,2,0,0,0,0,0,0
org::apache::lucene::benchmark::byTask::tasks::OpenIndexTask ,14,10,2,4,2,1,0,4,0,5,2,2,39,0,0,0,2,0,0,0,0,0,0
org::apache::lucene::analysis::ru::RussianLetterTokenizer ,14,3,5,3,4,1,2,1,0,1,1,2,21,1,0,0,1,0,0,0,0,0,0
org::apache::lucene::analysis::sinks::TokenRangeSinkTokenizer ,14,4,5,1,4,3,0,1,0,3,3,3,22,3,0,0,3,0,0,0,0,0,0
org::apache::lucene::analysis::payloads::NumericPayloadTokenFilter ,14,8,4,4,3,1,1,3,0,2,1,2,16,2,0,0,2,0,0,0,0,0,0
org::apache::lucene::xmlparser::builders::SpanQueryBuilderFactory ,14,11,4,3,2,6,1,2,0,1,0,4,11,0,0,1,4,0,0,0,0,0,0
org::apache::lucene::analysis::de::GermanAnalyzer ,14,10,3,4,2,3,0,4,0,3,0,3,15,2,0,0,3,0,0,0,0,0,0
org::apache::lucene::xmlparser::FilterBuilderFactory ,14,11,4,6,1,6,4,2,0,1,0,4,10,0,0,1,4,0,0,0,0,0,0
org::apache::lucene::analysis::ar::ArabicNormalizationFilter ,15,8,4,5,3,1,2,3,0,1,1,2,16,0,0,0,1,0,0,0,0,0,0
org::apache::lucene::analysis::br::BrazilianAnalyzer ,15,10,3,4,2,3,0,4,0,3,0,3,15,2,0,0,3,0,0,0,0,0,0
org::apache::lucene::index::TermVectorEntryFreqSortedComparator ,15,7,3,5,1,1,3,2,0,0,0,2,9,0,0,0,2,0,0,0,0,0,0
org::apache::lucene::analysis::payloads::TokenOffsetPayloadTokenFilter ,15,8,3,4,3,1,1,3,0,0,1,2,16,0,0,0,2,0,0,0,0,0,0
org::apache::lucene::benchmark::byTask::feeds::EnwikiDocMaker ,16,12,4,4,3,6,1,3,0,8,14,4,39,0,1,1,3,0,0,0,0,0,0
org::apache::lucene::ant::DocumentHandlerException ,16,7,4,2,1,3,1,1,0,1,0,3,27,1,0,0,3,0,0,0,0,0,0
org::apache::lucene::benchmark::byTask::tasks::OptimizeTask ,16,10,4,3,2,6,0,3,0,1,2,4,39,0,0,1,4,0,0,0,0,0,0
org::apache::lucene::search::highlight::SimpleHTMLFormatter ,16,6,3,8,1,1,6,2,0,2,0,2,10,0,0,2,2,0,0,0,0,0,0
org::apache::lucene::index::DocFieldConsumersPerField ,16,6,3,2,2,3,1,1,0,3,0,3,11,0,0,3,3,0,0,0,0,0,0
org::apache::lucene::search::spans::SpanQueue ,16,8,4,2,2,1,0,2,0,0,1,2,19,0,0,0,1,0,0,0,0,0,0
org::apache::lucene::document::FieldSelectorResult ,16,5,7,1,1,3,1,0,0,8,0,3,18,1,1,0,2,0,0,0,0,0,0
org::apache::lucene::search::Searcher ,16,13,5,38,2,55,38,1,3,1,0,11,26,1,0,0,10,0,0,0,0,0,0
org::apache::lucene::search::PhraseQueue ,16,3,4,2,2,1,1,1,0,0,1,2,19,0,0,0,0,0,0,0,0,0,0
org::apache::lucene::index::SegmentMergeQueue ,16,8,5,5,2,3,2,3,0,0,1,3,19,0,0,0,0,0,0,0,0,0,0
org::apache::lucene::benchmark::byTask::feeds::SortableSimpleDocMaker ,16,14,3,5,3,3,0,5,0,1,12,3,36,1,1,0,1,0,0,0,0,0,0
org::apache::lucene::search::highlight::WeightedTerm ,16,5,5,4,1,10,4,0,1,2,0,5,9,0,0,2,5,0,0,0,0,0,0
org::apache::lucene::analysis::StopAnalyzer ,17,12,4,6,2,3,1,5,0,2,0,3,15,1,0,0,3,0,0,0,0,0,0
org::apache::lucene::index::LogDocMergePolicy ,17,4,4,6,3,6,6,0,1,1,6,4,30,0,0,0,3,0,0,0,0,0,0
org::apache::lucene::analysis::LowerCaseFilter ,17,6,4,14,3,1,11,3,0,0,1,2,16,0,0,0,2,0,0,0,0,0,0
org::apache::lucene::store::instantiated::FieldSetting ,17,7,6,2,1,3,1,1,0,9,0,3,9,0,0,9,2,0,0,0,0,1,1
org::apache::lucene::xmlparser::builders::FilteredQueryBuilder ,18,9,2,6,1,1,1,5,0,2,0,2,10,2,0,0,2,0,0,0,0,0,0
org::tartarus::snowball::Among ,18,5,2,2,1,0,0,2,0,6,0,1,9,0,0,6,1,0,0,0,0,0,0
org::apache::lucene::queryParser::surround::query::BasicQueryFactory ,18,12,7,4,1,15,1,3,0,2,0,6,9,2,1,0,5,0,0,0,0,0,0
org::apache::lucene::benchmark::byTask::tasks::WarmTask ,18,6,6,0,3,15,0,0,0,0,2,6,55,0,0,0,6,0,0,0,0,0,0
org::apache::lucene::benchmark::byTask::tasks::CloseIndexTask ,18,11,5,5,2,6,1,4,0,1,2,4,39,0,0,1,4,0,0,0,0,0,0
org::apache::lucene::search::PrefixTermEnum ,18,12,6,5,3,6,1,4,0,2,0,4,24,2,0,0,2,0,0,0,0,0,0
org::apache::lucene::analysis::payloads::PayloadHelper ,18,8,4,3,1,6,2,1,0,0,0,4,9,0,0,0,4,0,0,0,0,0,0
org::apache::lucene::benchmark::byTask::tasks::SearchTask ,18,8,6,2,3,15,1,2,1,0,2,6,55,0,0,0,6,0,0,0,0,0,0
org::apache::lucene::search::function::FieldScoreQuery ,18,8,6,2,3,1,2,0,0,0,1,2,46,0,1,0,1,0,0,0,0,0,0
org::apache::lucene::search::PrefixFilter ,18,14,5,6,2,10,1,5,0,2,0,5,21,1,0,0,5,0,0,0,0,0,0
org::apache::lucene::benchmark::byTask::feeds::SimpleDocMaker ,18,10,6,5,2,6,1,4,1,2,11,4,33,1,1,0,2,0,0,0,0,0,0
org::apache::lucene::benchmark::byTask::utils::FileUtils ,18,7,8,2,1,0,1,1,0,0,0,1,9,0,0,0,1,0,0,0,0,0,0
org::apache::lucene::benchmark::byTask::stats::Report ,18,5,5,7,1,10,7,0,0,4,0,5,9,4,0,0,5,0,0,0,0,0,0
